task_id,sequence,gap,codec,left_index,target_index,right_index,normalized_time,segment_length,feature_height,feature_width,rgb_mad_left_target,rgb_mad_target_right,rgb_mad_left_right,rgb_mad_linear_interp_target,rgb_mse_left_target,rgb_mse_target_right,rgb_mse_left_right,rgb_mse_linear_interp_target,edge_mad_left_target,edge_mad_target_right,edge_mad_left_right,edge_mad_linear_interp_target,hist_chi_left_target,hist_chi_target_right,hist_chi_left_right,hist_chi_linear_interp_target,temporal_mad_asymmetry,temporal_edge_asymmetry,rgb_motion_proxy_score,stage158_psnr,stage158_ssim,stage158_ms_ssim,stage158_lpips,original_psnr,original_ssim,original_ms_ssim,original_lpips,delta_psnr_vs_original,delta_ssim_vs_original,delta_ms_ssim_vs_original,delta_lpips_vs_original,payload_bytes,side_mib_per_intermediate,direct_total_mib_per_frame_ref,label_low_psnr_lt26,label_high_lpips_gt022,label_high_payload_gt220k,inference_feature_columns,offline_label_columns
stage79_00022790,camel,4,q12,48,51,52,0.75,4,256,448,0.09359432756900787,0.06768465787172318,0.09960658103227615,0.06285937130451202,0.02091246098279953,0.011565448716282845,0.023039843887090683,0.009582231752574444,0.27811282873153687,0.23250222206115723,0.2920314371585846,0.21283695101737976,0.0003754781968433047,0.00019057851968649805,0.00047937608820902515,0.005983880543039597,0.0259096696972847,0.04561060667037964,0.24843344023595876,25.53339946053153,0.8007097244262695,0.979963481426239,0.18961508572101593,21.501344241364198,0.5592225790023804,0.8880974650382996,0.25653350353240967,4.032055219167333,0.24148714542388916,0.09186601638793945,-0.06691841781139374,225503.0,0.2150564193725586,0.3969946401404717,1,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00030095,pigs,8,q12,40,42,48,0.25,8,256,448,0.044555407017469406,0.08360671997070312,0.08672386407852173,0.04532349854707718,0.005810325499624014,0.015533197671175003,0.016550669446587563,0.0051377927884459496,0.13037481904029846,0.17636121809482574,0.1768590658903122,0.12562616169452667,0.0007135691103943007,0.006220510788389321,0.00910921753643766,0.01667345478837729,0.03905131295323372,0.04598639905452728,0.1958788777501582,31.169624995073086,0.8600707054138184,0.9850242733955383,0.19384321570396423,24.377009198085133,0.6502456665039062,0.8529384732246399,0.32172346115112305,6.792615796987953,0.2098250389099121,0.13208580017089844,-0.1278802454471588,200270.0,0.1909923553466797,0.28861774210019403,0,0,0,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00022382,breakdance,8,q12,0,6,8,0.75,8,256,448,0.06313587725162506,0.04434303566813469,0.06777414679527283,0.043488722294569016,0.021667102351784706,0.01359044760465622,0.023452818393707275,0.011212210170924664,0.1615060716867447,0.12325668334960938,0.16881856322288513,0.11502072960138321,0.0033601390085985523,0.0022327462821222456,0.002384880862483192,0.004682639956438873,0.01879284158349037,0.038249388337135315,0.16288777949593314,25.242663608239635,0.8441993594169617,0.9827916026115417,0.1973235011100769,19.16457032226849,0.7028393745422363,0.8273356556892395,0.2658421993255615,6.078093285971146,0.14135998487472534,0.15545594692230225,-0.06851869821548462,142447.0,0.1358480453491211,0.23347343210263544,1,0,0,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00027470,kite-surf,4,q12,28,29,32,0.25,4,256,448,0.041854746639728546,0.05705137923359871,0.0659630075097084,0.03811253234744072,0.0056102098897099495,0.009781735949218273,0.012293241918087006,0.004348109010607004,0.14210224151611328,0.160469189286232,0.16775760054588318,0.12993672490119934,0.0008957406056801683,0.0031729508543460756,0.005098348303679578,0.005503656650810172,0.015196632593870163,0.018366947770118713,0.1536642397735918,32.33223984735168,0.8976895809173584,0.9856438636779785,0.10891885310411453,24.64050700275411,0.5741387009620667,0.8451193571090698,0.2104964703321457,7.691732844597571,0.32355087995529175,0.1405245065689087,-0.10157761722803116,220263.0,0.21005916595458984,0.39199738672250295,0,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00024353,dance-twirl,4,q12,64,66,68,0.5,4,256,448,0.07539655268192291,0.07802882045507431,0.07054372876882553,0.06863678246736526,0.0159939955919981,0.01831059157848358,0.014591003768146038,0.013504540547728539,0.2429036796092987,0.23581841588020325,0.22330670058727264,0.22035756707191467,0.0031612406721832458,0.0006545042491337748,0.0018407731082011021,0.005454670327356241,0.0026322677731513977,0.007085263729095459,0.19634172800066665,26.122999794968553,0.7899426817893982,0.9776554703712463,0.2735501527786255,18.264518745404857,0.37402069568634033,0.7257879376411438,0.3943515121936798,7.8584810495636965,0.41592198610305786,0.25186753273010254,-0.12080135941505432,197156.0,0.18802261352539062,0.36996083429330373,0,1,0,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00021991,bmx-trees,8,q12,32,35,40,0.375,8,256,448,0.16722887754440308,0.16951139271259308,0.19107991456985474,0.14307229220867157,0.04824061691761017,0.050986018031835556,0.06128035858273506,0.03490756079554558,0.26245492696762085,0.28374233841896057,0.2553205192089081,0.24535159766674042,0.015993502043324913,0.02150932759260699,0.05328149437872125,0.05171696360517572,0.0022825151681900024,0.02128741145133972,0.39965640910863554,28.771315232908698,0.876772940158844,0.9839232563972473,0.13936297595500946,15.552224068839411,0.19959938526153564,0.2985188364982605,0.5763093829154968,13.219091164069287,0.6771735548973083,0.6854044198989868,-0.43694640696048737,253702.0,0.24194908142089844,0.3395744681744128,0,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00030917,soapbox,4,q12,76,78,80,0.5,4,256,448,0.1286349594593048,0.1276634931564331,0.16266509890556335,0.10784151405096054,0.03768065571784973,0.03767858073115349,0.05244259163737297,0.024568965658545494,0.28108805418014526,0.27607446908950806,0.2876833975315094,0.23887263238430023,0.007858638603315746,0.007889718538539751,0.025504314981837393,0.06034770952967604,0.0009714663028717041,0.005013585090637207,0.3431682386406555,30.961850197233606,0.90828537940979,0.9884055852890015,0.14360126852989197,21.17437912110509,0.6108488440513611,0.823716938495636,0.3202863037586212,9.787471076128515,0.29743653535842896,0.16468864679336548,-0.17668503522872925,246995.0,0.23555278778076172,0.4174910085486748,0,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00027696,lab-coat,4,q12,8,10,12,0.5,4,256,448,0.0725606307387352,0.06580527871847153,0.08545569330453873,0.05835951492190361,0.014149167574942112,0.01191939227283001,0.018230941146612167,0.008476545102894306,0.21204747259616852,0.20359328389167786,0.23026493191719055,0.18124175071716309,0.009540808799471785,0.0015641274939618244,0.01341087397107063,0.018681183170026372,0.006755352020263672,0.008454188704490662,0.20489322595558251,28.26420284277614,0.8649073243141174,0.9851789474487305,0.17963165044784546,20.165140085317216,0.4463024437427521,0.7088278532028198,0.36834949254989624,8.099062757458924,0.41860488057136536,0.27635109424591064,-0.18871784210205078,225545.0,0.21509647369384766,0.39703469446176076,0,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00023944,cows,8,q12,56,60,64,0.5,8,256,448,0.11243780702352524,0.10352583974599838,0.12338174879550934,0.0918344110250473,0.026171401143074036,0.02261495217680931,0.030788417905569077,0.01669606938958168,0.30670198798179626,0.2949080169200897,0.3162260055541992,0.2636326849460602,0.000884245249396339,0.0004843087836858579,0.0008024943110579922,0.03388590257300424,0.008911967277526855,0.011793971061706543,0.29873666979098046,24.68471859771818,0.7651322484016418,0.9746426343917847,0.20881597697734833,19.738234299721668,0.39669767022132874,0.8015218377113342,0.3298833966255188,4.946484297996513,0.3684345781803131,0.17312079668045044,-0.12106741964817047,231584.0,0.220855712890625,0.31848109964413934,1,0,1,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
stage79_00021281,bike-packing,4,q12,0,1,4,0.25,4,256,448,0.010000989772379398,0.02301214262843132,0.025494948029518127,0.010243730619549751,0.0013847255613654852,0.004770334810018539,0.005417256616055965,0.0012153921416029334,0.0404982827603817,0.08221925050020218,0.09232670068740845,0.0385088250041008,0.00023634854895142777,0.00039505623852679485,0.0002930662126762449,0.00044890258036499504,0.013011152856051922,0.04172096773982048,0.0653288609110727,26.104804335599894,0.8335300087928772,0.9830377697944641,0.20262430608272552,24.297952908595832,0.8006162643432617,0.9586264491081238,0.2248886376619339,1.8068514270040623,0.03291374444961548,0.024411320686340332,-0.022264331579208374,134579.0,0.12834453582763672,0.3102827565955498,0,0,0,gap normalized_time segment_length rgb_mad_left_target rgb_mad_target_right rgb_mad_left_right rgb_mad_linear_interp_target rgb_mse_left_target rgb_mse_target_right rgb_mse_left_right rgb_mse_linear_interp_target edge_mad_left_target edge_mad_target_right edge_mad_left_right edge_mad_linear_interp_target hist_chi_left_target hist_chi_target_right hist_chi_left_right hist_chi_linear_interp_target temporal_mad_asymmetry temporal_edge_asymmetry rgb_motion_proxy_score,stage158_psnr stage158_ssim stage158_ms_ssim stage158_lpips original_psnr original_ssim original_ms_ssim original_lpips delta_psnr_vs_original delta_ssim_vs_original delta_ms_ssim_vs_original delta_lpips_vs_original payload_bytes side_mib_per_intermediate direct_total_mib_per_frame_ref label_low_psnr_lt26 label_high_lpips_gt022 label_high_payload_gt220k
